Using 7-day snapshots
epoch,V-AUC,V-AP,T-AUC,T-AP,TTE-AUC,TTE-AP,TUE-AUC,TUE-AP
8,0.9740384928735809,0.977758093006062,0.9660484688330153,0.9720122584050778,0.7848063476238863,0.9458268487612101,0.9664933505419213,0.9724778495917464
11,0.9759458700079295,0.9804407952550283,0.9703721836598932,0.9766292621219493,0.9136175847581326,0.9758992240885744,0.9705038593774948,0.9767931448352868
3,0.9766811412043882,0.9793506760644967,0.9693264685213843,0.9721331985468372,0.8647911322786801,0.9620711347068717,0.96988159700605,0.9726933229968787
7,0.9763016136195823,0.9786887322976793,0.9703181147328857,0.9738539932765095,0.9115451654693204,0.9738141752472804,0.9704802565472056,0.9740665798890149
4,0.9772221437869375,0.9799759643370137,0.969690820424562,0.9736156882084277,0.7791968410503464,0.9340757296312583,0.9699530340200981,0.973859415994975

mean,0.9760378522984837,0.979242852192056,0.9691512112343481,0.9736488801117602,0.8507914142360733,0.958337422487039,0.9694624194985539,0.9739780626615804
stderr,5.269818173330024e-07,4.021081406872465e-07,1.1449867509846543e-06,1.2434032772147366e-06
